n_reports_in_bbox,n_catchment_eligible,n_catchment_hit,n_expedition_hit,n_confirm_hit,n_watch_hit,n_no_catchment,n_district,n_recovery,n_blank,n_unknown,n_pin_scored,median_pin_m,n_walkable_catchments,n_walkable_with_hit
0,0,0,0,0,0,0,0,0,0,0,0,,6,0
