lab_id,lon,lat,Th,th_anomaly,th_source,rad_K,rad_eTh,rad_eU,rad_eU_eTh,rad_K_eTh,rad_eTh_high,rad_th_agree
C164770,-119.97533629,47.53735306,10.0,False,BACKGROUND,1.352575421333313,7.162732124328613,2.222994565963745,0.31035567537325903,0.1888351257391319,False,neither
C164785,-119.05390955,47.8301495,3.0,False,BACKGROUND,1.742280125617981,8.400014877319336,2.311734914779663,0.2752060500537349,0.20741393331603097,False,neither
C164790,-118.52999246,47.64126336,3.0,False,BACKGROUND,1.2022347450256348,5.394455432891846,1.6580595970153809,0.3073636658309609,0.22286489525804534,False,neither
C164800,-119.8981183,47.83180539,12.0,False,BACKGROUND,1.1671671867370605,6.421408176422119,1.3990055322647095,0.21786584715195717,0.18176187444719996,False,neither
C164804,-119.26838284,48.98990434,6.0,False,BACKGROUND,1.3758429288864136,5.698088645935059,1.6241569519042969,0.2850353956958794,0.24145691904388356,False,neither
C164814,-119.17698582,48.55793501,9.0,False,BACKGROUND,1.161698579788208,4.658696174621582,0.7798028588294983,0.167386502489152,0.24936130974082482,False,neither
C164826,-118.90667614,47.64125954,3.0,False,BACKGROUND,1.4385735988616943,7.149740695953369,1.8661834001541138,0.26101413736729523,0.2012064017476749,False,neither
C164832,-119.32393409,48.52348861,3.0,False,BACKGROUND,1.3761066198349,4.8024067878723145,1.383832573890686,0.28815396841961133,0.28654520131656275,False,neither
C164841,-118.93669026,48.14293377,3.0,False,BACKGROUND,1.5914878845214844,5.57560396194458,1.793110728263855,0.32159937120757753,0.2854377562294485,False,neither
C164845,-119.32697239,47.51958832,16.0,False,BACKGROUND,1.2580195665359497,5.888139247894287,1.5155638456344604,0.2573926637649501,0.21365316164794199,False,neither
C164860,-118.78250156,47.56514803,9.0,False,BACKGROUND,1.3048875331878662,6.617942810058594,1.7358160018920898,0.26228936267835795,0.19717419304448675,False,neither
C164863,-119.39339383,48.81765814,21.0,False,BACKGROUND,1.589071273803711,5.37931489944458,1.5961833000183105,0.29672613146018245,0.2954040251422694,False,neither
C164874,-119.46087015,47.67069971,10.0,False,BACKGROUND,1.3537309169769287,4.682742118835449,1.8717097043991089,0.3997037754589365,0.2890893588890579,False,neither
C164875,-119.73396564,48.85126282,10.0,False,BACKGROUND,1.442417025566101,4.830998420715332,1.7126671075820923,0.3545161803899939,0.29857534611914044,False,neither
C164884,-118.01248109,48.33406268,11.0,False,BACKGROUND,1.1198005676269531,5.381927013397217,2.379855155944824,0.4421938740567564,0.20806684387198796,False,neither
C164903,-119.17724297,48.13767484,19.0,False,BACKGROUND,1.9651654958724976,8.069456100463867,2.4608304500579834,0.30495617293419863,0.24353134479032998,False,neither
C164910,-118.71390787,48.26849431,42.0,True,NB_OXIDE_SUSPECT,1.6013431549072266,5.606583118438721,1.3977692127227783,0.2493085687298289,0.2856183741646118,False,stream_only
C164914,-118.98417822,47.56042506,18.0,False,BACKGROUND,1.367925763130188,6.946645736694336,1.8338035345077515,0.2639840297053055,0.19691888934315163,False,neither
C164958,-118.80778878,47.85959676,12.0,False,BACKGROUND,1.512986660003662,8.42370891571045,2.0239593982696533,0.2402693894722446,0.1796105106602034,False,neither
C164985,-119.14391407,47.85959324,19.0,False,BACKGROUND,0.6906036138534546,2.644723653793335,1.8517954349517822,0.700184850048793,0.26112505662469493,False,neither
C164988,-119.87341344,48.7723708,10.0,False,BACKGROUND,0.9290277361869812,3.523540496826172,0.6384978294372559,0.18120916447884808,0.2636631357079059,False,neither
C165005,-119.76229546,48.691815,7.0,False,BACKGROUND,0.9022909998893738,3.0664899349212646,0.906070351600647,0.2954747515334373,0.2942422832092358,False,neither
C165006,-119.8314703,48.91404203,9.0,False,BACKGROUND,1.0073405504226685,3.3661744594573975,1.2519863843917847,0.3719315203269636,0.2992538154380282,False,neither
C165008,-118.81889473,47.66459363,16.0,False,BACKGROUND,1.5528935194015503,8.102814674377441,2.0033092498779297,0.24723621733726112,0.19164865319110397,False,neither
C165019,-119.54420809,47.72153277,10.0,False,BACKGROUND,1.1503509283065796,4.728913307189941,1.7772725820541382,0.3758310771635282,0.24325904358567144,False,neither
C165026,-119.24280299,47.61153426,15.0,False,BACKGROUND,1.1494520902633667,5.052708148956299,1.4203919172286987,0.28111497346667425,0.2274922786705582,False,neither
