feature,importance
U,0.33555081541850984
As,0.13688398103158225
P,0.07895321587910697
Fe,0.07745616561971136
Th,0.07605011539039233
Ce,0.06606231731847304
La,0.06529131918614171
Ti,0.06309464088028571
Y,0.06228224965717951
Zr,0.02373761674055747
Au,0.014637562878059727
