feature,importance
Zr,0.15405173539362188
Fe,0.14948445605171817
Ti,0.11196614951437454
U,0.08934714856649717
Cr,0.07754656316749066
Sc,0.06994838945038097
La,0.06897550891819426
P,0.06380967928943017
Ce,0.05965740019083107
Nb,0.05787692398829748
Y,0.05712499816099521
Th,0.03744433648430986
Hf,0.002766710823858584
