lat,lon,Th,Ce,La,P,U,Au,As,Ti,Fe,Zr,Y,Cr,Nb,Hf,Sc,W,lab_id
35.6132,-78.2328,9.0,-20.0,11.0,900.0,2.3,-0.01,1.0,6500.0,0.92,,-5.0,6.0,5.0,32.0,3.3,-2.0,5286765
35.5928,-78.2375,8.0,50.0,15.0,800.0,2.2,-0.01,2.0,13600.0,1.21,,-5.0,5.0,-5.0,21.0,2.1,-2.0,5286766
35.5941,-78.164,10.0,70.0,20.0,700.0,4.7,-0.01,,9900.0,1.2,,5.0,8.0,10.0,90.0,7.4,-2.0,5286767
35.6626,-78.2453,,,,700.0,2.7,-0.01,1.0,4500.0,,,-5.0,7.0,5.0,28.0,3.8,-2.0,5286768
35.7123,-78.2389,,,,1000.0,2.6,-0.01,,7700.0,,,5.0,7.0,5.0,8.0,14.2,-2.0,5286775
35.6696,-78.2096,7.0,40.0,22.0,800.0,5.8,-0.01,1.0,17000.0,0.92,,15.0,14.0,20.0,107.0,3.7,-2.0,5286776
35.6452,-78.1783,6.0,28.0,12.0,800.0,3.2,-0.01,2.0,11000.0,1.27,,-5.0,5.0,5.0,51.0,3.5,-2.0,5286777
35.6159,-78.15,-1.0,34.0,14.0,800.0,2.8,-0.01,2.0,16200.0,1.84,,10.0,9.0,5.0,47.0,4.3,-2.0,5286778
35.6606,-78.1587,8.0,24.0,12.0,700.0,3.2,0.064,2.0,10000.0,1.26,,5.0,6.0,10.0,58.0,3.3,-2.0,5286779
35.68,-78.1685,10.0,31.0,21.0,800.0,3.3,-0.01,2.0,8500.0,1.39,,-5.0,5.0,-5.0,37.0,3.3,-2.0,5286780
35.7779,-78.1342,9.0,47.0,21.0,800.0,4.6,-0.01,2.0,14800.0,1.25,,-5.0,-5.0,15.0,102.0,2.8,-2.0,5287000
35.7542,-78.1659,11.0,-20.0,6.0,800.0,1.7,-0.01,2.0,5000.0,0.95,,10.0,-5.0,10.0,31.0,6.1,-2.0,5287001
35.7762,-78.2008,5.0,14.0,5.0,900.0,1.3,-0.01,1.0,4400.0,1.59,,10.0,-5.0,10.0,17.0,5.8,-2.0,5287002
35.771,-78.2043,7.0,-20.0,11.0,700.0,3.0,-0.01,,8200.0,0.79,,,-5.0,,70.0,4.2,,5287003
35.774,-78.1607,8.0,30.0,12.0,1000.0,2.8,-0.01,2.0,6000.0,2.6,,-5.0,5.0,15.0,8.0,14.1,-2.0,5287004
35.7808,-78.1449,7.0,27.0,12.0,700.0,4.7,-0.01,3.0,11400.0,1.63,,10.0,5.0,20.0,113.0,5.9,-2.0,5287005
35.822,-78.141,6.0,16.0,8.0,800.0,3.6,2.91,,12300.0,0.73,,15.0,5.0,20.0,69.0,2.7,-2.0,5287006
35.8111,-78.236,,,,1000.0,2.6,-0.01,2.0,,,,-5.0,-5.0,15.0,33.0,7.2,-2.0,5287007
35.805,-78.1782,8.0,-96.0,12.0,600.0,2.4,-0.01,1.0,8900.0,1.36,,-5.0,-5.0,5.0,49.0,4.1,-2.0,5287008
35.8544,-78.2334,6.0,47.0,22.0,800.0,2.5,-0.01,1.0,3800.0,0.89,,-5.0,5.0,10.0,54.0,2.0,-2.0,5287009
35.875,-78.1949,58.0,181.0,92.0,1000.0,4.1,-0.01,,6400.0,1.61,,5.0,-5.0,10.0,28.0,4.3,-2.0,5287010
35.8721,-78.2051,28.0,87.0,49.0,800.0,12.6,-0.01,3.0,9600.0,1.02,,15.0,-5.0,10.0,342.0,4.3,-2.0,5287011
35.8604,-78.1967,4.0,33.0,7.0,600.0,3.4,-0.01,1.0,6200.0,1.09,,5.0,6.0,15.0,75.0,2.1,-2.0,5287012
35.8323,-78.1847,9.0,-20.0,7.0,500.0,4.0,-0.01,2.0,8700.0,0.86,,-5.0,5.0,10.0,105.0,3.8,-2.0,5287013
35.8485,-78.1757,11.0,-20.0,,600.0,2.5,-0.01,3.0,9500.0,-0.5,,-5.0,-5.0,15.0,51.0,2.6,-2.0,5287014
35.8721,-78.1625,7.0,19.0,17.0,600.0,2.1,-0.01,,5100.0,1.07,,10.0,-5.0,5.0,21.0,5.6,-2.0,5287015
35.8537,-78.1532,3.0,,3.0,700.0,1.8,-0.01,,3200.0,-0.5,,5.0,-5.0,10.0,38.0,3.0,-2.0,5287016
35.8571,-78.1005,4.0,-27.0,10.0,700.0,3.4,-0.01,,8800.0,0.65,,5.0,6.0,15.0,88.0,1.1,-2.0,5287017
35.8445,-78.0953,16.0,29.0,20.0,900.0,10.2,-0.01,2.0,30600.0,1.52,,-5.0,5.0,25.0,287.0,4.4,-2.0,5287018
35.8204,-78.0629,6.0,9.0,7.0,900.0,1.6,-0.01,3.0,16900.0,1.02,,-5.0,9.0,40.0,40.0,1.9,-2.0,5287019
35.794,-78.0686,24.0,57.0,34.0,1000.0,13.5,-0.01,3.0,83600.0,4.12,,20.0,37.0,15.0,344.0,8.1,-2.0,5287020
35.795,-78.0232,32.0,118.0,50.0,900.0,19.8,-0.01,3.0,45700.0,3.6,,5.0,21.0,40.0,503.0,6.8,-2.0,5287021
35.8296,-78.0026,63.0,216.0,112.0,800.0,8.6,-0.01,2.0,17300.0,2.13,,-5.0,8.0,15.0,134.0,2.8,-2.0,5287022
35.8488,-78.0597,9.0,19.0,15.0,700.0,5.9,0.085,2.0,15900.0,0.85,,-5.0,-5.0,,119.0,3.6,-2.0,5287023
35.9187,-78.1698,8.0,39.0,8.0,700.0,4.0,-0.01,2.0,5900.0,1.52,,-5.0,-5.0,25.0,27.0,3.5,-2.0,5287024
35.9405,-78.1479,9.0,55.0,16.0,1000.0,4.2,-0.01,3.0,3800.0,2.0,,5.0,-5.0,20.0,11.0,7.0,-2.0,5287025
35.9661,-78.156,3.0,-20.0,6.0,800.0,1.2,-0.01,1.0,5800.0,1.11,,-5.0,-5.0,15.0,8.0,3.1,-2.0,5287026
35.9554,-78.1426,15.0,21.0,13.0,700.0,6.7,-0.01,1.0,4400.0,-0.61,,10.0,-5.0,20.0,69.0,4.9,-2.0,5287027
35.9586,-78.1274,8.0,27.0,13.0,800.0,3.5,-0.01,3.0,12000.0,1.65,,5.0,5.0,20.0,62.0,5.9,-2.0,5287028
35.9929,-78.1403,9.0,-28.0,16.0,800.0,13.7,-0.01,1.0,1600.0,1.37,,-5.0,5.0,15.0,96.0,5.0,-2.0,5287029
35.992,-78.0808,8.0,-20.0,11.0,800.0,6.5,-0.01,,3900.0,0.77,,10.0,5.0,25.0,56.0,5.6,-2.0,5287030
35.9753,-78.0524,-1.0,16.0,12.0,700.0,2.3,-0.01,1.0,12000.0,0.88,,5.0,-5.0,5.0,47.0,19.8,2.0,5287031
35.9527,-78.0898,6.0,-20.0,7.0,700.0,2.4,-0.01,2.0,6800.0,0.95,,-5.0,5.0,-5.0,35.0,2.6,-2.0,5287032
35.9246,-78.0482,16.0,82.0,19.0,700.0,8.2,0.354,1.0,16400.0,2.28,,5.0,7.0,-5.0,260.0,27.7,2.0,5287033
35.9148,-78.0477,-3.0,-20.0,16.0,800.0,2.4,-0.01,,10800.0,2.59,,5.0,-5.0,-5.0,65.0,25.9,2.0,5287034
35.8961,-78.0443,21.0,94.0,36.0,900.0,3.2,-0.01,1.0,6500.0,1.02,,-5.0,5.0,25.0,38.0,3.6,-2.0,5287035
35.9537,-78.0137,14.0,43.0,16.0,700.0,6.5,-0.01,2.0,22200.0,1.92,,-5.0,9.0,-5.0,207.0,18.2,2.0,5287036
35.9395,-78.0004,17.0,57.0,20.0,900.0,8.2,-0.01,,26800.0,3.35,,20.0,50.0,100.0,194.0,16.8,-2.0,5287037
35.6206,-78.1266,9.0,-20.0,19.0,700.0,2.9,-0.01,1.0,23500.0,1.1,,-5.0,5.0,15.0,70.0,5.9,-2.0,5287399
35.6353,-78.1018,30.0,67.0,37.0,900.0,11.5,-0.01,1.0,40400.0,2.53,,-5.0,10.0,75.0,347.0,12.7,-2.0,5287400
35.6079,-78.0559,18.0,62.0,21.0,700.0,6.4,-0.01,2.0,28100.0,2.14,,-5.0,8.0,100.0,185.0,5.3,-2.0,5287401
35.5975,-78.0129,6.0,27.0,14.0,900.0,3.0,-0.01,1.0,6200.0,-0.5,,10.0,5.0,110.0,23.0,4.8,-2.0,5287402
35.6849,-78.1329,4.0,34.0,10.0,700.0,2.8,-0.01,3.0,,1.26,,-5.0,5.0,20.0,18.0,3.2,-2.0,5287403
35.6425,-78.0283,,,,900.0,4.8,-0.01,4.0,13500.0,,,15.0,-5.0,50.0,58.0,0.4,-2.0,5287404
35.6355,-78.06,15.0,42.0,19.0,1000.0,6.5,-0.01,7.0,20800.0,1.7,,15.0,-5.0,60.0,138.0,4.6,-2.0,5287405
35.6559,-78.0612,19.0,53.0,32.0,900.0,11.4,-0.01,1.0,42800.0,2.81,,30.0,-5.0,45.0,273.0,6.5,-2.0,5287406
35.6614,-78.013,17.0,25.0,28.0,1000.0,6.3,-0.01,1.0,17200.0,1.56,,10.0,7.0,15.0,103.0,5.4,-2.0,5287407
35.7791,-78.0174,38.0,119.0,60.0,1000.0,17.0,-0.01,,,7.26,,-5.0,-5.0,75.0,384.0,12.2,-2.0,5287408
35.7808,-78.0526,28.0,101.0,55.0,900.0,12.7,-0.01,1.0,71600.0,2.99,,20.0,-5.0,90.0,293.0,8.5,-2.0,5287409
35.7741,-78.0287,,,,1000.0,28.1,-0.01,2.0,,,,5.0,-5.0,75.0,545.0,10.2,-2.0,5287410
35.7398,-78.0763,105.0,357.0,213.0,1000.0,57.0,-0.01,,,7.11,,-5.0,-5.0,100.0,1475.0,20.1,-2.0,5287411
35.7325,-78.0979,,,,1100.0,27.4,-0.01,,87700.0,,,5.0,-5.0,200.0,488.0,12.8,-2.0,5287412
35.7319,-78.168,25.0,109.0,44.0,700.0,4.7,-0.01,1.0,8500.0,1.07,,10.0,-5.0,5.0,56.0,3.3,-2.0,5287413
35.7195,-78.1403,53.0,168.0,92.0,800.0,8.0,-0.01,,18000.0,1.41,,5.0,7.0,50.0,103.0,4.1,-2.0,5287414
35.7047,-78.1064,54.0,179.0,98.0,900.0,24.5,-0.01,1.0,,6.92,,20.0,-5.0,50.0,617.0,12.2,-2.0,5287415
35.7032,-78.0487,12.0,18.0,16.0,800.0,3.4,-0.01,1.0,17800.0,0.74,,-5.0,6.0,35.0,54.0,2.2,-2.0,5287416
35.7233,-78.019,8.0,30.0,15.0,800.0,4.1,-0.01,2.0,11200.0,1.5,,25.0,5.0,25.0,68.0,3.5,-2.0,5287417
35.6806,-78.0612,67.0,235.0,120.0,1000.0,33.0,-0.01,1.0,61600.0,2.67,,10.0,17.0,50.0,889.0,8.5,-2.0,5287418
35.679,-78.0999,68.0,258.0,124.0,800.0,32.4,-0.01,2.0,,7.59,,10.0,9.0,40.0,803.0,19.6,-2.0,5287419
35.5592,-78.0217,17.0,65.0,34.0,900.0,4.4,-0.01,2.0,20700.0,1.97,,-5.0,14.0,15.0,62.0,4.6,-2.0,5287420
35.5784,-78.0497,55.0,135.0,72.0,800.0,20.8,-0.01,2.0,57000.0,4.32,,-5.0,466.0,15.0,586.0,7.2,4.0,5287421
35.5494,-78.0609,20.0,66.0,39.0,700.0,5.5,-0.01,1.0,24000.0,1.32,,-5.0,74.0,10.0,125.0,3.3,-2.0,5287422
35.5182,-78.052,26.0,87.0,49.0,600.0,4.4,-0.01,1.0,9300.0,1.12,,10.0,22.0,5.0,62.0,3.1,-2.0,5287423
35.9698,-77.6984,16.0,36.0,34.0,,5.1,-0.01,,9900.0,2.6,,,,,6.0,8.5,,5298715
35.9983,-77.7196,11.0,40.0,25.0,,2.5,-0.01,,5600.0,0.83,,,,,26.0,1.6,,5298716
35.9774,-77.7669,33.0,91.0,50.0,,3.5,-0.01,,9300.0,1.41,,,,,41.0,0.9,,5298717
35.9966,-77.4735,10.0,54.0,27.0,,3.0,-0.01,,8900.0,1.37,,,,,24.0,2.9,,5298718
35.9753,-77.4534,10.0,72.0,35.0,,3.6,-0.01,,15100.0,1.41,,,,,63.0,2.2,,5298719
35.984,-77.416,11.0,26.0,11.0,,1.6,-0.01,,6000.0,1.21,,,,,22.0,1.5,,5298720
35.9529,-77.4128,13.0,48.0,22.0,,2.2,-0.01,,10500.0,1.61,,,,,40.0,2.6,,5298721
35.9484,-77.4749,24.0,96.0,47.0,,4.4,-0.01,,19600.0,2.24,,,,,90.0,2.3,,5298722
35.9752,-77.5394,33.0,123.0,70.0,,6.0,-0.01,,14900.0,2.94,,,,,79.0,4.9,,5298723
35.934,-77.6113,4.0,-1.0,8.0,,1.2,-0.01,,4100.0,0.93,,,,,16.0,1.2,,5298724
35.9309,-77.554,18.0,73.0,44.0,,5.2,-0.01,,9600.0,3.71,,,,,15.0,7.2,,5298725
35.9084,-77.4889,18.0,70.0,45.0,,3.4,-0.01,,7000.0,1.08,,,,,34.0,2.6,,5298726
35.9044,-77.4013,15.0,55.0,32.0,,4.4,-0.01,,27500.0,1.79,,,,,89.0,3.5,,5298727
35.9147,-77.368,2.0,20.0,5.0,,0.9,-0.01,,3000.0,0.86,,,,,10.0,1.1,,5298728
35.8711,-77.3934,7.0,17.0,14.0,,1.7,-0.01,,6600.0,0.73,,,,,24.0,0.8,,5298729
35.8392,-77.3685,42.0,144.0,91.0,,9.0,-0.01,,31200.0,2.21,,,,,161.0,5.4,,5298730
35.8361,-77.4139,8.0,26.0,17.0,,1.9,-0.01,,9000.0,0.76,,,,,27.0,1.5,,5298731
35.8642,-77.4436,9.0,53.0,23.0,,3.0,-0.01,,6500.0,1.19,,,,,23.0,3.9,,5298732
35.8474,-77.4758,19.0,72.0,35.0,,2.9,-0.01,,6100.0,1.54,,,,,27.0,4.2,,5298733
35.8535,-77.5279,74.0,279.0,145.0,,8.2,-0.01,,17700.0,2.05,,,,,88.0,6.9,,5298734
35.8086,-77.4893,20.0,64.0,39.0,,3.4,-0.01,,6100.0,0.83,,,,,30.0,2.5,,5298735
35.7617,-77.5526,16.0,69.0,33.0,,3.3,-0.01,,15500.0,1.74,,,,,60.0,3.0,,5298736
35.7822,-77.5656,18.0,75.0,38.0,,3.7,-0.01,,11500.0,1.28,,,,,62.0,2.9,,5298737
35.8402,-77.572,36.0,122.0,67.0,,3.9,-0.01,,17500.0,1.96,,,,,68.0,1.9,,5298738
35.8963,-77.6129,6.0,37.0,10.0,,1.6,0.017,,4000.0,0.54,,,,,25.0,1.6,,5298739
35.9072,-77.6671,12.0,36.0,19.0,,2.5,-0.01,,5200.0,0.76,,,,,29.0,1.7,,5298740
35.9333,-77.7319,15.0,73.0,31.0,,3.6,-0.01,,8900.0,1.02,,,,,22.0,2.1,,5298741
35.9078,-77.7562,,-2.0,-50.0,,3.4,-0.01,,8200.0,-0.04,,,,,16.0,2.6,,5298742
35.8739,-77.7964,20.0,62.0,37.0,,3.4,-0.01,,4600.0,1.98,,,,,26.0,1.8,,5298743
35.8415,-77.7619,11.0,59.0,28.0,,2.6,-0.01,,5100.0,1.74,,,,,21.0,3.5,,5298744
35.8774,-77.7349,8.0,74.0,34.0,,3.3,-0.01,,9900.0,2.1,,,,,15.0,4.5,,5298745
35.8742,-77.6945,7.0,48.0,13.0,,1.7,0.022,,5000.0,0.46,,,,,17.0,1.5,,5298746
35.8623,-77.6522,16.0,60.0,31.0,,3.9,-0.01,,6500.0,2.81,,,,,12.0,4.4,,5298747
35.8379,-77.7027,11.0,25.0,17.0,,1.8,-0.01,,7100.0,0.91,,,,,23.0,1.8,,5298748
35.8143,-77.703,39.0,153.0,81.0,,4.8,-0.01,,9200.0,1.31,,,,,54.0,3.0,,5298749
35.7919,-77.7299,9.0,59.0,24.0,,3.0,-0.01,,6600.0,0.99,,,,,18.0,2.4,,5298750
35.8193,-77.6598,13.0,63.0,35.0,,3.7,-0.01,,11600.0,2.15,,,,,21.0,4.1,,5298751
35.7816,-77.6202,33.0,108.0,60.0,,3.9,-0.01,,11300.0,1.41,,,,,60.0,3.0,,5298752
35.7573,-77.6705,14.0,37.0,16.0,,2.1,-0.01,,6300.0,0.83,,,,,28.0,1.8,,5298753
35.7472,-77.7077,,-18.0,-50.0,,1.4,0.261,,4000.0,-0.45,,,,,-10.0,,,5298754
35.7225,-77.6926,8.0,56.0,27.0,,3.3,-0.01,,7800.0,2.04,,,,,20.0,2.5,,5298755
35.722,-77.6387,8.0,20.0,14.0,,1.7,-0.01,,5800.0,1.03,,,,,27.0,1.6,,5298756
35.7236,-77.5994,7.0,29.0,17.0,,1.4,-0.01,,4700.0,0.64,,,,,16.0,1.3,,5298757
35.5223,-77.8005,20.0,51.0,31.0,,3.0,-0.01,,5900.0,0.93,,,,,34.0,1.9,,5298766
35.5731,-77.8071,31.0,121.0,65.0,,5.6,-0.01,,17000.0,1.66,,,,,93.0,2.0,,5298767
35.5473,-77.7412,18.0,59.0,43.0,,3.0,-0.01,,8500.0,1.02,,,,,46.0,1.3,,5298768
35.5798,-77.7638,14.0,40.0,26.0,,2.8,-0.01,,9400.0,1.32,,,,,55.0,1.1,,5298769
35.6043,-77.683,10.0,36.0,19.0,,2.1,-0.01,,6700.0,1.09,,,,,24.0,2.3,,5298770
35.6112,-77.709,9.0,52.0,26.0,,3.1,-0.01,,6100.0,1.21,,,,,17.0,5.5,,5298771
35.5095,-77.7161,8.0,-8.0,20.0,,2.1,-0.01,,6000.0,1.03,,,,,26.0,2.2,,5298773
35.5822,-77.6337,11.0,55.0,24.0,,3.2,-0.01,,6900.0,1.25,,,,,19.0,5.2,,5298775
35.5318,-77.6553,10.0,55.0,27.0,,4.8,-0.01,,10000.0,1.77,,,,,10.0,4.4,,5298776
35.5086,-77.6283,10.0,95.0,25.0,,4.0,-0.01,,8100.0,1.56,,,,,17.0,3.2,,5298777
35.5302,-77.5622,14.0,59.0,45.0,,2.8,-0.01,,10500.0,1.2,,,,,61.0,3.3,,5298778
35.9724,-77.3557,6.0,28.0,12.0,,1.6,-0.01,,5400.0,0.98,,,,,26.0,2.1,,5298878
35.8207,-77.9965,31.0,106.0,59.0,800.0,12.3,-0.01,2.0,47200.0,1.84,,15.0,9.0,50.0,297.0,7.1,-2.0,5298902
35.8961,-77.9915,70.0,276.0,141.0,900.0,8.9,-0.01,1.0,19100.0,1.02,,-5.0,8.0,15.0,170.0,3.8,2.0,5298903
35.9046,-77.9954,64.0,212.0,102.0,800.0,10.8,-0.01,4.0,30500.0,2.77,,10.0,5.0,5.0,310.0,17.2,3.0,5298904
35.9463,-77.9596,15.0,74.0,41.0,1500.0,5.6,-0.01,2.0,15100.0,2.3,,5.0,-5.0,-5.0,76.0,13.4,3.0,5298905
35.9977,-77.9433,26.0,39.0,18.0,700.0,8.2,-0.01,,36500.0,2.0,,5.0,9.0,20.0,180.0,6.7,2.0,5298906
35.9825,-77.9628,184.0,517.0,242.0,1000.0,30.6,-0.01,5.0,25500.0,2.58,,15.0,10.0,15.0,450.0,13.1,-2.0,5298907
35.9614,-77.898,35.0,117.0,50.0,700.0,10.9,-0.01,7.0,51500.0,4.71,,-5.0,-5.0,-5.0,254.0,7.5,-2.0,5298908
35.9262,-77.8792,9.0,20.0,14.0,900.0,4.5,-0.01,3.0,20500.0,1.69,,-5.0,10.0,80.0,99.0,5.5,-2.0,5298909
35.895,-77.8572,48.0,136.0,80.0,1100.0,5.9,-0.01,9.0,10000.0,1.12,,10.0,-5.0,-5.0,44.0,3.0,-2.0,5298910
35.8461,-77.8531,67.0,219.0,108.0,1100.0,8.1,-0.01,4.0,6900.0,0.65,,5.0,-5.0,-5.0,76.0,2.7,-2.0,5298911
35.8595,-77.9648,37.0,101.0,59.0,600.0,4.1,-0.01,,7200.0,0.71,,5.0,6.0,-5.0,42.0,2.6,-2.0,5298912
35.9434,-77.8717,26.0,129.0,54.0,900.0,16.1,-0.01,1.0,77800.0,7.02,,5.0,25.0,5.0,406.0,12.9,-2.0,5298913
35.9373,-77.8576,32.0,120.0,53.0,900.0,21.9,-0.01,,101600.0,8.95,,-5.0,33.0,-5.0,515.0,10.4,2.0,5298914
35.9902,-77.8615,23.0,52.0,36.0,900.0,11.0,-0.01,,28900.0,1.82,,15.0,20.0,-5.0,196.0,4.3,-2.0,5298915
35.9826,-77.8216,16.0,58.0,31.0,700.0,7.3,-0.01,1.0,14900.0,1.41,,-5.0,12.0,10.0,126.0,2.4,-2.0,5298916
35.9815,-77.801,49.0,163.0,82.0,800.0,17.0,-0.01,,54000.0,3.09,,10.0,23.0,25.0,1.0,8.2,2.0,5298917
35.9935,-77.8955,30.0,91.0,43.0,900.0,12.5,-0.01,,60600.0,5.92,,15.0,25.0,75.0,252.0,10.5,2.0,5298918
35.9996,-77.7878,-22.0,-295.0,180.0,700.0,14.6,-0.01,2.0,23700.0,,,65.0,19.0,-5.0,185.0,6.5,2.0,5298919
35.9505,-77.9424,11.0,40.0,20.0,600.0,5.7,-0.01,1.0,17500.0,1.67,,20.0,19.0,50.0,122.0,4.8,-2.0,5298920
35.5901,-77.4097,14.0,42.0,14.0,,1.9,-0.01,,7200.0,1.05,,,,,38.0,1.7,,5298951
35.5677,-77.4836,8.0,39.0,18.0,,2.8,-0.01,,8700.0,1.24,,,,,19.0,1.4,,5298952
35.5644,-77.5718,7.0,25.0,19.0,,2.4,-0.01,,7100.0,1.16,,,,,20.0,1.6,,5298953
35.5292,-77.5048,7.0,11.0,14.0,,1.5,-0.01,,8100.0,0.6,,,,,22.0,0.9,,5298954
35.5147,-77.4337,25.0,109.0,56.0,,4.5,-0.01,,20300.0,2.01,,,,,100.0,2.8,,5298957
35.5535,-77.3785,18.0,68.0,33.0,,3.3,-0.01,,16100.0,1.51,,,,,55.0,2.3,,5298961
35.6216,-77.422,22.0,103.0,53.0,,5.6,-0.01,,28400.0,2.51,,,,,102.0,2.6,,5298963
35.6087,-77.5081,7.0,37.0,24.0,,2.6,-0.01,,6200.0,1.15,,,,,26.0,1.5,,5298964
35.593,-77.5265,5.0,-33.0,37.0,,1.5,-0.01,,5000.0,0.73,,,,,19.0,1.9,,5298965
35.6079,-77.5488,10.0,44.0,24.0,,2.7,-0.01,,7100.0,1.03,,,,,36.0,3.2,,5298966
35.6271,-77.6063,7.0,56.0,26.0,,2.6,-0.01,,5600.0,1.05,,,,,39.0,2.5,,5298967
35.6139,-77.6483,8.0,45.0,19.0,,2.8,-0.01,,5600.0,1.13,,,,,22.0,1.9,,5298968
35.6493,-77.6779,8.0,36.0,22.0,,3.6,-0.01,,7000.0,1.61,,,,,15.0,3.6,,5298969
35.6649,-77.6338,9.0,37.0,16.0,,2.4,-0.01,,8800.0,1.11,,,,,36.0,2.4,,5298970
35.682,-77.602,4.0,14.0,7.0,,1.6,-0.01,,5300.0,0.66,,,,,19.0,1.8,,5298971
35.7063,-77.57,44.0,161.0,93.0,,7.2,-0.01,,17500.0,1.91,,,,,140.0,4.3,,5298972
35.7163,-77.5357,11.0,50.0,22.0,,2.4,-0.01,,7500.0,1.55,,,,,27.0,3.3,,5298973
35.6855,-77.506,30.0,108.0,64.0,,5.8,-0.01,,18300.0,1.76,,,,,87.0,4.2,,5298974
35.6583,-77.552,8.0,50.0,112.0,,3.9,-0.01,,7000.0,1.42,,,,,16.0,4.0,,5298975
35.6456,-77.5221,9.0,-3.0,37.0,,3.0,-0.01,,10800.0,1.35,,,,,36.0,1.8,,5298976
35.6652,-77.4005,36.0,129.0,60.0,,6.3,-0.01,,12100.0,1.42,,,,,51.0,4.7,,5298987
35.6748,-77.4385,10.0,39.0,21.0,,2.2,-0.01,,6600.0,0.85,,,,,16.0,3.4,,5298988
35.6894,-77.4178,16.0,45.0,30.0,,3.4,-0.01,,5500.0,1.25,,,,,30.0,2.1,,5298989
35.7217,-77.4813,13.0,70.0,37.0,,3.4,-0.01,,9100.0,0.85,,,,,32.0,1.7,,5298990
35.7674,-77.4931,18.0,74.0,35.0,,3.3,-0.01,,4700.0,1.67,,,,,17.0,3.4,,5298991
35.7753,-77.4638,10.0,47.0,35.0,,2.8,-0.01,,8400.0,1.06,,,,,25.0,2.5,,5298992
35.7941,-77.3734,11.0,70.0,30.0,,3.3,-0.01,,6900.0,1.72,,,,,23.0,3.0,,5298993
35.7475,-77.3863,12.0,45.0,28.0,,2.8,-0.01,,5600.0,1.26,,,,,22.0,3.6,,5298995
35.6204,-77.9941,12.0,-15.0,26.0,900.0,4.2,-0.01,2.0,9800.0,1.52,,-5.0,5.0,15.0,15.0,6.0,-2.0,5299009
35.6069,-77.9526,9.0,31.0,22.0,700.0,2.6,-0.01,1.0,9800.0,0.36,,-5.0,7.0,10.0,48.0,2.6,-2.0,5299010
35.5857,-77.9329,11.0,80.0,25.0,700.0,3.4,-0.01,,6400.0,0.49,,5.0,-5.0,15.0,51.0,1.4,-2.0,5299011
35.6134,-77.9215,16.0,49.0,26.0,900.0,4.2,-0.01,1.0,8000.0,0.8,,20.0,6.0,15.0,64.0,2.5,-2.0,5299012
35.591,-77.8907,10.0,46.0,17.0,700.0,3.1,-0.01,1.0,7500.0,0.6,,-5.0,7.0,20.0,39.0,1.7,-2.0,5299013
35.5966,-77.8741,12.0,55.0,22.0,700.0,3.1,-0.01,,11600.0,1.33,,10.0,5.0,40.0,46.0,3.2,-2.0,5299014
35.5913,-77.8445,,,,700.0,,-0.01,1.0,-100.0,,,5.0,-5.0,25.0,-10.0,,-2.0,5299015
35.5913,-77.8445,31.0,117.0,44.0,,7.0,,,22400.0,3.47,,,,,101.0,8.1,,5299016
35.595,-77.7967,5.0,28.0,23.0,600.0,3.2,-0.01,1.0,11400.0,0.6,,10.0,5.0,25.0,35.0,2.1,-2.0,5299017
35.6422,-77.9299,,,,1000.0,,-0.01,2.0,-100.0,,,-5.0,5.0,25.0,-10.0,,-2.0,5299018
35.6422,-77.9299,108.0,344.0,191.0,,26.5,,,88100.0,4.4,,,,,535.0,20.6,,5299019
35.6449,-77.9718,,,,900.0,,-0.01,1.0,-100.0,,,20.0,-5.0,100.0,-10.0,,-2.0,5299020
35.6449,-77.9718,89.0,391.0,348.0,,17.4,,,61900.0,8.47,,,,,379.0,12.1,,5299021
35.6625,-77.996,19.0,62.0,27.0,900.0,5.8,-0.01,,21300.0,1.65,,-5.0,-5.0,40.0,92.0,4.1,-2.0,5299022
35.6474,-77.8888,17.0,72.0,30.0,1000.0,3.9,-0.01,,10200.0,1.35,,-5.0,8.0,15.0,59.0,3.2,-2.0,5299023
35.6539,-77.8516,11.0,38.0,19.0,800.0,2.8,-0.01,,6500.0,0.76,,10.0,-5.0,10.0,36.0,1.0,-2.0,5299024
35.6979,-77.8168,14.0,59.0,32.0,700.0,3.2,-0.01,,6100.0,0.45,,10.0,7.0,10.0,36.0,1.8,-2.0,5299034
35.643,-77.8097,8.0,11.0,9.0,700.0,2.1,-0.01,,4400.0,0.45,,5.0,-5.0,5.0,21.0,1.6,-2.0,5299025
35.6296,-77.7999,16.0,17.0,29.0,700.0,3.7,0.051,,12600.0,1.13,,5.0,7.0,15.0,61.0,2.0,-2.0,5299026
35.6374,-77.7549,3.0,-11.0,7.0,700.0,1.6,-0.01,,3400.0,0.66,,15.0,-5.0,5.0,23.0,1.3,-2.0,5299027
35.6674,-77.7222,3.0,20.0,11.0,900.0,2.5,-0.01,,5000.0,0.6,,10.0,6.0,10.0,19.0,1.8,-2.0,5299028
35.6505,-77.7068,3.0,32.0,11.0,700.0,1.8,-0.01,,4600.0,0.37,,-5.0,5.0,10.0,24.0,1.3,-2.0,5299029
35.6834,-77.7616,11.0,24.0,16.0,700.0,2.0,-0.01,,3700.0,0.41,,5.0,-5.0,10.0,16.0,1.1,-2.0,5299030
35.7055,-77.7577,29.0,88.0,53.0,900.0,5.1,-0.01,,7000.0,0.71,,15.0,5.0,20.0,63.0,1.5,-2.0,5299031
