lat,lon,Th,Ce,La,P,U,Au,As,Ti,Fe,Zr,Y,Cr,Nb,Hf,Sc,W,lab_id
38.9529,-121.1581,-2.0,16.0,6.0,693.0,0.6,,,6554.0,6.6,28.0,23.0,39.0,5.0,-15.0,19.0,,5189931
38.9561,-121.1258,-2.0,16.0,8.0,585.0,1.2,,,5061.0,5.3,36.0,18.0,77.0,5.0,-15.0,22.0,,5189932
38.901,-121.151,-2.0,10.0,5.0,545.0,0.8,,,3818.0,4.82,17.0,12.0,180.0,-4.0,-15.0,18.0,,5189933
38.8984,-121.126,-2.0,12.0,4.0,884.0,0.6,,,3995.0,5.65,17.0,12.0,244.0,5.0,-15.0,22.0,,5189934
38.8985,-121.0982,-2.0,11.0,3.0,454.0,0.4,,,6113.0,6.07,13.0,17.0,81.0,5.0,-15.0,32.0,,5189935
38.9002,-121.0553,6.0,-10.0,3.0,446.0,0.5,,,5801.0,6.61,13.0,20.0,244.0,6.0,-15.0,28.0,,5189936
38.9276,-121.0565,5.0,-10.0,3.0,338.0,0.4,,,5266.0,6.54,18.0,25.0,194.0,6.0,-15.0,35.0,,5189937
38.9275,-121.085,-2.0,-10.0,5.0,1009.0,0.7,,,4113.0,5.37,18.0,15.0,463.0,7.0,-15.0,20.0,,5189938
38.9318,-121.1231,-2.0,17.0,7.0,789.0,0.7,,,5308.0,5.12,24.0,18.0,46.0,5.0,-15.0,19.0,,5189939
38.9851,-121.1243,-2.0,15.0,9.0,430.0,0.8,,,4815.0,6.46,43.0,18.0,80.0,5.0,26.0,25.0,,5189941
38.974,-121.1437,8.0,22.0,11.0,417.0,0.9,,,4015.0,3.69,35.0,11.0,51.0,5.0,18.0,15.0,,5189942
38.9872,-121.0947,-2.0,12.0,6.0,529.0,0.8,,,3777.0,4.09,25.0,10.0,98.0,7.0,-15.0,18.0,,5189943
38.956,-121.0527,-2.0,46.0,25.0,1289.0,2.1,,,10522.0,6.58,78.0,21.0,99.0,26.0,-15.0,18.0,,5189944
38.9779,-121.0602,6.0,32.0,18.0,359.0,2.0,,,7236.0,5.05,27.0,17.0,85.0,13.0,15.0,16.0,,5189945
38.9851,-121.0226,3.0,39.0,22.0,786.0,1.8,,,8301.0,6.53,70.0,23.0,43.0,15.0,-15.0,23.0,,5189946
38.9574,-121.0161,10.0,46.0,26.0,403.0,3.6,,,3729.0,3.2,78.0,16.0,57.0,8.0,15.0,13.0,,5189947
38.9247,-121.017,5.0,29.0,12.0,613.0,1.5,,,4784.0,4.32,59.0,12.0,59.0,9.0,-15.0,15.0,,5189948
38.9041,-121.0132,-2.0,51.0,29.0,1673.0,3.2,,,12558.0,6.17,90.0,23.0,85.0,35.0,-15.0,13.0,,5189949
38.8737,-121.0195,2.0,-10.0,4.0,546.0,0.5,,,2945.0,4.48,13.0,12.0,271.0,4.0,-15.0,22.0,,5189950
38.85,-121.0119,-2.0,27.0,12.0,487.0,0.8,,,7538.0,6.59,20.0,25.0,171.0,10.0,-15.0,32.0,,5189951
38.8392,-121.0429,10.0,22.0,12.0,444.0,1.3,,,8170.0,7.72,26.0,25.0,194.0,7.0,28.0,36.0,,5189952
38.8252,-121.0552,3.0,12.0,4.0,368.0,0.4,,,8140.0,7.23,10.0,19.0,94.0,5.0,-15.0,25.0,,5189953
38.7874,-121.0826,3.0,10.0,3.0,42.0,0.2,,,765.0,5.87,4.0,4.0,403.0,-4.0,-15.0,8.0,,5189954
38.7701,-121.0986,6.0,30.0,14.0,400.0,1.1,,,3484.0,4.64,22.0,13.0,43.0,5.0,16.0,18.0,,5189955
38.7967,-121.0654,5.0,14.0,4.0,292.0,0.4,,,7062.0,6.12,16.0,21.0,144.0,6.0,-15.0,29.0,,5189956
38.8238,-121.0115,-2.0,20.0,7.0,445.0,0.6,,,11968.0,9.34,14.0,38.0,125.0,6.0,-15.0,38.0,,5189957
38.7977,-121.0159,5.0,64.0,34.0,1189.0,1.6,,,17890.0,7.17,35.0,20.0,213.0,43.0,-15.0,16.0,,5189958
38.763,-121.0235,-2.0,-10.0,-2.0,62.0,0.4,,,7705.0,9.11,15.0,7.0,162.0,7.0,-15.0,27.0,,5189959
38.7617,-121.0424,-2.0,-10.0,6.0,87.0,0.7,,,3335.0,5.17,10.0,8.0,266.0,5.0,-15.0,19.0,,5189960
38.7904,-121.127,3.0,31.0,14.0,690.0,2.0,,,4493.0,4.59,16.0,21.0,134.0,6.0,-15.0,19.0,,5189961
38.8259,-121.1246,2.0,22.0,10.0,500.0,1.2,,,3904.0,4.0,21.0,15.0,136.0,5.0,-15.0,17.0,,5189962
38.8228,-121.0925,9.0,31.0,14.0,465.0,2.5,,,5197.0,4.97,15.0,14.0,142.0,6.0,19.0,15.0,,5189963
38.8543,-121.097,14.0,41.0,21.0,720.0,4.0,,,5032.0,4.44,15.0,12.0,92.0,6.0,22.0,12.0,,5189964
38.861,-121.0744,2.0,20.0,8.0,306.0,0.7,,,8763.0,6.21,18.0,25.0,77.0,5.0,-15.0,27.0,,5189965
38.8522,-121.1301,4.0,23.0,10.0,599.0,1.3,,,4486.0,4.42,16.0,16.0,127.0,5.0,-15.0,17.0,,5189966
38.8724,-121.0953,-2.0,27.0,15.0,375.0,1.9,,,5223.0,5.34,129.0,9.0,46.0,6.0,15.0,17.0,,5189967
38.8737,-121.1237,9.0,34.0,16.0,755.0,2.6,,,4620.0,5.14,63.0,14.0,83.0,7.0,-15.0,15.0,,5189968
