lon,lat,p_anomalous,label,nearest_gold_deg
-77.7514,36.0332,0.33782771535580525,1,0.13417741762308372
-77.6822,36.0593,0.355,0,0.16947780798677292
-77.6774,36.0949,0.405,0,0.15202230921808327
-77.6886,36.1307,0.26,1,0.11996022048996823
-77.6248,36.0939,0.27,0,0.19327187715754965
-77.5779,36.0536,0.25,0,0.2548199138607494
-77.6063,36.0265,0.255,0,0.25066540746580773
-77.5723,36.0159,0.395,0,0.2827599308600858
-77.5259,36.0071,0.265,0,0.3242834231039321
-77.4599,36.0143,0.255,0,0.3753326451296213
-77.6444,36.0005,0.46282771535580525,0,0.23345067873107092
-77.4033,36.0423,0.4664401555471928,0,0.4135693297380747
-77.3855,36.0503,0.36817226890756305,0,0.42710619112816195
-77.3517,36.1242,0.5042470401830248,0,0.43982115513013414
-77.3872,36.1915,0.35,0,0.39739240367676226
-77.3938,36.2184,0.47,0,0.3909389830907136
-77.4567,36.1956,0.378172268907563,0,0.3278104032821437
-77.485,36.1521,0.29,0,0.3037019962068096
-77.4774,36.0899,0.34,0,0.3271503973709931
-77.6833,36.1925,0.32,1,0.1016592666705771
-77.7275,36.2098,0.47018255729748937,1,0.05735144723543894
-77.807,36.2279,0.4,1,0.0337106288876362
-77.9226,36.2517,0.285,1,0.04844073079547808
-77.9374,36.2624,0.43,1,0.057662313515849134
-77.9217,36.2948,0.40282771535580525,1,0.09093690340010785
-77.8703,36.327,0.442806884635832,1,0.13814042275887115
-77.8481,36.3311,0.4397268258827096,1,0.1431759983377094
-77.8349,36.3694,0.36197127937336815,0,0.17401951758351608
-77.8314,36.4209,0.47772022621341514,0,0.22304175057598755
-77.839,36.4387,0.29,0,0.24207104432376447
-77.7897,36.4436,0.4687424017502966,0,0.24079767544559294
-77.72,36.4033,0.2823230769230769,0,0.2105407763356076
-77.6578,36.3635,0.6564725880007372,0,0.2045491786832734
-77.6029,36.3387,0.4014401555471928,0,0.22672813345502293
-77.7224,36.1842,0.39782771535580524,1,0.06477589443613295
-77.7333,36.1762,0.5015701171061018,1,0.0576630947834058
-77.7828,36.178,0.43515079227888215,1,0.02491337993930594
-77.8152,36.1816,0.5121729520791319,1,0.03740027406316913
-77.8523,36.1551,0.43644015554719284,1,0.025759336171569322
-77.8987,36.1799,0.365,1,0.04378870173913924
-77.9333,36.1969,0.455,1,0.00802660575835006
-77.9222,36.2097,0.36317226890756305,1,0.013444716434342035
-77.9708,36.2324,0.383172268907563,1,0.0437951458497407
-77.951,36.2326,0.315,1,0.03221612018849852
-77.8911,36.2552,0.5617847090989505,1,0.06665481527992335
-77.8802,36.2778,0.5401961440195115,1,0.09111218579311817
-77.825,36.2711,0.38919444444444445,1,0.07938905781025263
-77.7867,36.2704,0.2873230769230769,1,0.06757813625722539
-77.7593,36.2569,0.3736124401913875,1,0.059597302791319966
-77.7688,36.2303,0.3814401555471928,1,0.03157927326586176
-77.7298,36.2194,0.33232307692307694,1,0.05707896722962238
-77.9037,36.4727,0.4300525957385804,0,0.2696899152730822
-77.7213,36.241,0.4636124401913876,1,0.07375673867518828
-77.7046,36.2753,0.33232307692307694,1,0.10779787799395789
-77.6954,36.2834,0.4901507922788822,1,0.1200542898025672
-77.6987,36.3131,0.405,1,0.1396513175734447
-77.7196,36.3166,0.3023230769230769,1,0.13091874006420956
-77.7201,36.3066,0.42644015554719283,1,0.12206693450726193
-77.7446,36.2784,0.5191944444444444,1,0.08539742677621548
-77.8152,36.2915,0.34861244019138754,1,0.09382879355506975
-77.7577,36.3316,0.31732307692307693,1,0.1314856665192072
-77.7543,36.3404,0.584397832461907,1,0.14080152165371065
-77.7527,36.3484,0.34780688463583204,1,0.1489586670858693
-77.7065,36.3454,0.515,0,0.16245225914094977
-77.7344,36.3761,0.31595194721168096,0,0.18031943461535313
-77.7588,36.3827,0.475,0,0.18165715647890085
-77.8518,36.378,0.28361244019138754,0,0.18765057020962983
-77.8717,36.3794,0.48822486464614334,0,0.18562510713801256
-77.8945,36.3737,0.5246124244547558,0,0.173622747357599
-77.9259,36.3305,0.5391944444444444,1,0.1260090568173593
-77.9133,36.3331,0.43678470909895056,1,0.13007577176400076
-77.8834,36.4383,0.33,0,0.23907319464967233
-77.8152,36.4698,0.4550525957385804,0,0.2687075668826601
-77.7695,36.4164,0.29,0,0.21406129145644476
-77.736,36.4189,0.325,0,0.2214017761898026
-77.7329,36.4259,0.27998065210168105,0,0.22891522994331073
-77.7146,36.4286,0.38202215980024967,0,0.23629383508674168
-77.7022,36.458,0.5083230611864452,0,0.26806378438721984
-77.6541,36.4323,0.5,0,0.26387236024259664
-77.6662,36.3992,0.47874240175029653,0,0.22918928530801566
-77.6793,36.3471,0.6101961440195115,0,0.17848667877463434
-77.6684,36.302,0.41529434055981335,0,0.152616186887232
-77.636,36.3066,0.3265175213675214,0,0.18108962560014807
-77.592,36.3217,0.335,0,0.22616863288263545
-77.5543,36.2492,0.4828277153558052,0,0.2347492545249106
-77.6199,36.4106,0.6968373048375309,0,0.2650019405589329
-77.5876,36.42,0.325,0,0.29307307706441144
-77.5887,36.3748,0.7114401555471929,0,0.26052561582308714
-77.4759,36.2758,0.385,0,0.3170347055134536
-77.5449,36.244,0.375,0,0.24303728211943296
-77.5447,36.2278,0.305,0,0.24102380898989498
-77.5676,36.2181,0.415,0,0.2173649155222633
-77.5807,36.2204,0.325,0,0.20448365338090688
-77.6148,36.2073,0.5918241939978474,0,0.1696880976969194
-77.6151,36.1743,0.44178470909895057,0,0.17172164249156446
-77.6148,36.1431,0.46961242445475576,0,0.1798488101156074
-77.4282,36.2248,0.3773230769230769,0,0.3569049964626406
-77.4731,36.1856,0.323172268907563,0,0.3118080763867396
-77.9994,36.0482,0.3369712793733682,1,0.0810516045491982
-77.9865,36.0619,0.37,1,0.06848017669369423
-77.9886,36.1085,0.5196124244547558,1,0.0231613168882932
-77.9566,36.1277,0.36,1,0.03913326973305919
-77.9827,36.1452,0.36317226890756305,1,0.018559331884532418
-77.9129,36.1369,0.335,1,0.0713198597867414
-77.88,36.1312,0.38,1,0.05083675245331587
-77.902,36.0773,0.388172268907563,1,0.09643129886090111
-77.9222,36.089,0.34,1,0.08488787192526012
-77.9306,36.0865,0.2967847090989506,1,0.07915102526183686
-77.9279,36.0713,0.35,1,0.09072097221701544
-77.9455,36.0683,0.295,1,0.08081900024128083
-77.9306,36.0441,0.26732307692307694,1,0.1090980696437838
-77.9612,36.0301,0.393172268907563,1,0.10607195010934868
-77.9353,36.0165,0.39,1,0.12944593697756704
-77.8116,36.0124,0.45782771535580524,1,0.13069044111946596
-77.7985,36.0386,0.41,1,0.10793171637660327
-77.7674,36.0308,0.49322486464614335,1,0.12752466192858947
-77.7566,36.0454,0.5028277153558052,1,0.12128722686251484
-77.7427,36.1419,0.41244013981056105,1,0.07387499238578826
-77.7831,36.1149,0.47285948037441244,1,0.054276435033996276
-77.7743,36.1017,0.40678470909895054,1,0.06882327658576201
-77.8699,36.072,0.4774193090905879,1,0.08022218770390191
-77.8417,36.1073,0.46751922094258846,1,0.03629665824838525
-77.8409,36.1198,0.5178277153558052,1,0.024388509589564962
-77.8143,36.1049,0.3415175213675214,1,0.0401617156008051
-77.5979,36.4508,0.6438068688992002,0,0.3102703409931437
-77.5455,36.4329,0.34,0,0.3316714436004344
-77.5283,36.3351,0.5114401555471928,0,0.288253351238105
-77.5232,36.369,0.385,0,0.30958619559017536
-77.4681,36.3347,0.325,0,0.3427046169808558
-77.3834,36.3049,0.3,0,0.4138081953030958
-77.3701,36.2616,0.36,0,0.41847310128609894
-77.3501,36.2429,0.56,0,0.43617169841703646
-77.3672,36.2274,0.46782771535580525,0,0.4179510551488093
-77.4995,36.4066,0.5700525957385804,0,0.35027859269444384
-77.4485,36.384,0.5496124244547558,0,0.38165516438272246
-77.3718,36.3433,0.36317226890756305,0,0.4358748794092238
-77.3732,36.4037,0.5938068688992003,0,0.4576536009909706
-77.4016,36.392,0.43144015554719284,0,0.4270043893217018
-77.3723,36.4316,0.31,0,0.47135244191581827
-77.4016,36.4361,0.41,0,0.44828529587752464
-77.4668,36.4301,0.495,0,0.39054684034056286
-77.5101,36.4312,0.305,0,0.3569259089783221
-77.4499,36.4615,0.27,0,0.4228533676110437
-77.3988,36.4529,0.36817226890756305,0,0.4595981924464064
-77.5015,36.4591,0.36817226890756305,0,0.3817175952192973
-77.67,36.4911,0.4278277153558052,0,0.3101233988269843
-77.6346,36.4819,0.4714401555471928,0,0.3167212504711349
-77.9308,36.4535,0.46282771535580525,0,0.24873089152736877
-77.919,36.3861,0.44282771535580523,0,0.18198024178465128
-77.9362,36.3883,0.42317226890756304,0,0.18350596829531407
-77.9491,36.3679,0.5456345999916372,0,0.1637326919097102
-77.9374,36.333,0.3,1,0.1282280094207186
-77.9512,36.3121,0.5196124244547559,1,0.10855818900479369
-77.9601,36.2794,0.5364401555471928,1,0.0787991395892143
-77.9802,36.3105,0.435,1,0.11506919831127503
-77.9745,36.3188,0.44,1,0.12074124564539485
-77.9918,36.3389,0.345,1,0.1409810643313523
-77.975,36.3479,0.295,1,0.14866098479426537
-77.9793,36.3783,0.325,0,0.1791357764378772
-77.9516,36.4044,0.403172268907563,0,0.20031249187207853
-77.972,36.4542,0.4,0,0.25217089126225567
-78.2282,35.8652,0.41817226890756304,0,0.3497220018814913
-78.2224,35.907,0.35,0,0.3152011779800272
-78.2423,35.9866,0.40678470909895054,0,0.282130201502777
-78.1546,35.9935,0.4646124244547558,0,0.20657605524358374
