feature,importance
U,0.2106580692338705
Th,0.13838786936237465
Ti,0.13456992980917207
Fe,0.13156458132213944
Ce,0.10269459810686334
La,0.09608727330233749
Au,0.08021377572145988
Zr,0.05617737212329869
As,0.049646531018484055
